Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1782225291,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1782225292,2,,Aggregated,0.000000,0.000000,17,20,270,270,290,290,290,290,290,290,290,7,0,17,88.01910001784563,7.091399980708957,291.0167000954971,42741.142857142855
1782225293,4,,Aggregated,0.000000,0.000000,14,20,270,270,270,290,290,290,290,290,290,14,0,10,86.0271357149551,4.5943999430164695,291.0167000954971,37895.857142857145
1782225294,6,,Aggregated,7.000000,0.000000,13,20,270,270,270,290,300,300,300,300,300,22,0,12,83.98116364101456,4.5943999430164695,302.25230008363724,35992.27272727273
1782225295,10,,Aggregated,7.000000,0.000000,14,23,270,270,280,290,300,300,300,300,300,30,0,13,83.38101333938539,4.5943999430164695,302.25230008363724,43479.9
1782225296,10,,Aggregated,7.000000,0.000000,14,20,25,270,280,290,300,300,300,300,300,44,0,13,72.96244090751067,4.5943999430164695,302.25230008363724,51754.454545454544
1782225297,10,,Aggregated,7.250000,0.000000,14,20,23,270,280,290,300,300,300,300,300,46,0,13,70.33568912985452,4.5943999430164695,302.25230008363724,50443.34782608696
1782225298,10,,Aggregated,7.250000,0.000000,14,20,23,270,280,290,300,300,300,300,300,48,0,13,68.10263958323048,4.5943999430164695,302.25230008363724,52405.604166666664
1782225299,10,,Aggregated,7.500000,0.000000,12,17,22,25,270,290,290,300,300,300,300,54,0,12,61.527837035504895,4.5943999430164695,302.25230008363724,47570.166666666664
1782225300,10,,Aggregated,6.857143,0.000000,12,16,22,23,270,290,290,300,300,300,300,60,0,12,56.64222666528076,4.5943999430164695,302.25230008363724,49264.083333333336
1782225301,10,,Aggregated,6.250000,0.000000,12,15,20,23,270,280,290,300,300,300,300,65,0,12,53.22852307357467,4.5943999430164695,302.25230008363724,45938.93846153846
1782225302,10,,Aggregated,6.444444,0.000000,12,15,22,23,270,290,300,1100,1100,1100,1100,67,0,12,68.56316268277257,4.5943999430164695,1121.8319999752566,44913.58208955224
1782225303,10,,Aggregated,6.100000,0.000000,13,15,22,22,270,290,300,1100,1100,1100,1100,74,0,13,63.443797295976026,4.5943999430164695,1121.8319999752566,46821.81081081081
1782225304,10,,Aggregated,5.800000,0.000000,13,15,22,22,270,290,740,1100,1100,1100,1100,78,0,13,70.17455384648667,4.5943999430164695,1121.8319999752566,45345.666666666664
1782225305,10,,Aggregated,5.700000,0.000000,13,15,22,22,270,290,740,1100,1100,1100,1100,81,0,13,68.28625925908578,4.5943999430164695,1121.8319999752566,46962.81481481482
1782225306,10,,Aggregated,5.700000,0.000000,13,15,22,23,270,290,740,1100,1100,1100,1100,86,0,13,65.19566046420572,4.5943999430164695,1121.8319999752566,49377.96511627907
1782225307,10,,Aggregated,5.100000,0.000000,13,16,22,23,270,290,740,1100,1100,1100,1100,87,0,13,64.67235746964727,4.5943999430164695,1121.8319999752566,49154.471264367814
1782225308,10,,Aggregated,4.800000,0.000000,13,17,20,22,270,290,740,1100,1100,1100,1100,94,0,13,60.92935000011261,4.5943999430164695,1121.8319999752566,50132.63829787234
1782225309,10,,Aggregated,4.100000,0.000000,13,16,20,22,270,290,740,1100,1100,1100,1100,95,0,13,60.38293473692121,4.5943999430164695,1121.8319999752566,49920.02105263158
1782225310,10,,Aggregated,4.000000,0.000000,14,18,21,22,270,290,740,1100,1100,1100,1100,100,0,13,58.19857899914496,4.5943999430164695,1121.8319999752566,52832.75
1782225311,10,,Aggregated,4.400000,0.000000,14,18,21,22,270,280,300,740,1100,1100,1100,102,0,14,57.43955195922514,4.5943999430164695,1121.8319999752566,54106.96078431373
1782225312,10,,Aggregated,3.900000,0.000000,14,16,20,22,270,280,300,740,1100,1100,1100,106,0,13,55.657572640141225,4.5943999430164695,1121.8319999752566,53204.28301886792
1782225313,10,,Aggregated,3.900000,0.000000,13,16,20,22,270,280,300,740,1100,1100,1100,109,0,13,54.48449541143902,4.5943999430164695,1121.8319999752566,53728.25688073395
1782225314,10,,Aggregated,3.800000,0.000000,14,18,21,23,270,290,740,790,1100,1100,1100,113,0,14,60.09113185820623,4.5943999430164695,1121.8319999752566,55001.85840707965
1782225315,10,,Aggregated,3.600000,0.000000,14,18,22,23,270,290,740,790,1100,1100,1100,116,0,14,59.076817240566015,4.5943999430164695,1121.8319999752566,55824.25
1782225316,10,,Aggregated,3.700000,0.000000,14,18,21,23,270,290,740,790,1100,1100,1100,118,0,13,58.25346694781713,4.5943999430164695,1121.8319999752566,55341.65254237288
1782225317,10,,Aggregated,3.500000,0.000000,13,18,21,23,270,290,740,790,1100,1100,1100,119,0,13,57.81710924220686,4.5943999430164695,1121.8319999752566,55084.731092436974
1782225318,10,,Aggregated,3.100000,0.000000,13,17,21,22,270,280,740,790,1100,1100,1100,125,0,13,55.57474719826132,4.5943999430164695,1121.8319999752566,54486.064
1782225319,10,,Aggregated,3.200000,0.000000,13,17,21,22,270,290,790,810,1100,1100,1100,130,0,13,60.058403074239884,4.5943999430164695,1121.8319999752566,54635.56153846154
1782225320,10,,Aggregated,3.200000,0.000000,13,17,20,22,270,290,790,810,1100,1100,1100,133,0,13,58.97652932103107,4.5943999430164695,1121.8319999752566,54309.112781954886
1782225321,10,,Aggregated,3.300000,0.000000,13,16,20,22,270,290,790,810,1100,1100,1100,138,0,13,57.27832463478831,4.5943999430164695,1121.8319999752566,52560.13043478261
1782225322,10,,Aggregated,3.400000,0.000000,13,16,20,22,32,280,790,810,1100,1100,1100,141,0,13,56.3352007067148,4.5943999430164695,1121.8319999752566,52303.43971631206
