Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1782225356,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1782225357,3,,Aggregated,0.000000,0.000000,13,50,290,300,320,320,320,320,320,320,320,9,0,13,111.72027778553053,6.731800036504865,315.6609000870958,46143.22222222222
1782225358,6,,Aggregated,0.000000,0.000000,16,50,290,300,320,320,320,320,320,320,320,19,0,16,107.86534212284575,6.731800036504865,323.40990006923676,36329.31578947369
1782225359,9,,Aggregated,0.000000,0.000000,18,50,290,290,310,320,320,320,320,320,320,28,0,16,107.72219644111048,5.489800008945167,323.40990006923676,39460.142857142855
1782225360,15,,Aggregated,9.000000,0.000000,18,50,280,290,310,310,320,320,320,320,320,42,0,16,98.01280476607471,5.489800008945167,323.40990006923676,42683.23809523809
1782225361,18,,Aggregated,9.500000,0.000000,18,51,290,300,310,330,340,770,770,770,770,54,0,18,111.42197222216055,5.476300022564828,768.8109000446275,41825.74074074074
1782225362,21,,Aggregated,10.500000,0.000000,15,51,290,290,310,330,770,770,770,770,770,67,0,15,115.6048611911542,5.476300022564828,772.239499958232,41332.298507462685
1782225363,24,,Aggregated,10.800000,0.000000,15,43,280,290,310,320,770,770,770,770,770,84,0,15,105.89057857093091,5.476300022564828,772.239499958232,43987.95238095238
1782225364,25,,Aggregated,10.666667,0.000000,14,34,280,290,310,320,770,770,850,850,850,103,0,14,105.19561164750202,5.476300022564828,846.4487999444827,42944.19417475728
1782225365,25,,Aggregated,11.428571,0.000000,14,34,280,290,310,330,770,820,850,850,850,110,0,14,109.1914418164048,5.476300022564828,846.4487999444827,43409.19090909091
1782225366,25,,Aggregated,12.375000,0.000000,13,29,56,290,310,330,770,820,850,850,850,118,0,13,102.66433389644313,5.476300022564828,846.4487999444827,42890.245762711864
1782225367,25,,Aggregated,12.000000,0.000000,13,25,56,290,310,340,850,920,960,960,960,128,0,13,110.05725702852942,5.476300022564828,960.6158999959007,42812.0390625
1782225368,25,,Aggregated,11.600000,0.000000,13,23,51,290,310,340,850,920,960,960,960,135,0,13,105.17543481266195,5.476300022564828,960.6158999959007,46691.45925925926
1782225369,25,,Aggregated,11.600000,0.000000,13,22,50,280,310,340,850,920,960,960,960,146,0,13,103.82431780613244,5.476300022564828,960.6158999959007,46245.15753424657
1782225370,25,,Aggregated,11.200000,0.000000,13,20,41,280,310,340,840,920,960,960,960,154,0,13,99.20115649167981,5.476300022564828,960.6158999959007,47134.603896103894
1782225371,25,,Aggregated,11.700000,0.000000,13,20,34,56,310,330,840,920,960,960,960,165,0,13,93.78408181664506,5.476300022564828,960.6158999959007,48077.24848484848
1782225372,25,,Aggregated,11.000000,0.000000,13,20,29,51,310,330,840,920,960,960,960,179,0,13,87.45855754033231,5.476300022564828,960.6158999959007,48445.87150837989
1782225373,25,,Aggregated,10.800000,0.000000,13,20,29,51,310,330,840,920,960,960,960,183,0,13,89.85017267656335,5.476300022564828,960.6158999959007,48775.666666666664
1782225374,25,,Aggregated,11.100000,0.000000,13,20,27,46,300,330,840,920,960,960,960,191,0,13,86.70845968497635,5.476300022564828,960.6158999959007,49421.193717277485
1782225375,25,,Aggregated,10.100000,0.000000,13,19,26,41,300,320,820,850,960,960,960,205,0,13,81.76317365794647,5.476300022564828,960.6158999959007,48962.90731707317
1782225376,25,,Aggregated,9.100000,0.000000,13,19,26,35,300,330,840,920,960,960,960,214,0,13,83.31732663421708,5.476300022564828,960.6158999959007,49798.30841121495
1782225377,25,,Aggregated,8.700000,0.000000,13,18,25,34,300,330,840,920,960,960,960,218,0,13,81.96752110000597,5.476300022564828,960.6158999959007,49942.61467889908
1782225378,25,,Aggregated,9.600000,0.000000,12,18,24,33,300,320,840,920,960,960,960,226,0,12,79.41744645874107,5.248600034974515,960.6158999959007,49750.9778761062
1782225379,25,,Aggregated,9.100000,0.000000,12,18,24,33,300,340,840,920,960,960,960,239,0,12,82.21095815743222,5.248600034974515,960.6158999959007,49631.07112970711
