Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1782225574,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1782225575,5,,Aggregated,0.000000,0.000000,19,32,310,310,350,370,370,370,370,370,370,15,0,19,119.01359332259744,7.626899983733892,365.41039997246116,40866.0
1782225576,10,,Aggregated,0.000000,0.000000,19,45,310,310,350,370,770,770,770,770,770,33,0,19,133.8777272595149,7.626899983733892,772.838499979116,39623.69696969697
1782225577,15,,Aggregated,5.000000,0.000000,27,67,310,310,350,350,770,770,770,770,770,50,0,26,127.41519599454477,7.626899983733892,772.838499979116,44908.14
1782225578,25,,Aggregated,10.500000,0.000000,23,58,310,310,350,370,380,770,770,770,770,66,0,23,125.17818333193038,6.515800021588802,772.838499979116,41532.30303030303
1782225579,30,,Aggregated,12.666667,0.000000,23,45,300,310,340,370,770,860,860,860,860,92,0,23,120.84392173615608,4.799499991349876,855.9979000128806,43667.55434782609
1782225580,35,,Aggregated,13.750000,0.000000,22,45,300,310,350,370,760,770,860,860,860,116,0,22,120.45243706510017,4.799499991349876,855.9979000128806,44794.293103448275
1782225581,40,,Aggregated,14.400000,0.000000,21,43,300,310,350,370,770,790,860,860,860,138,0,21,120.58066376451187,4.799499991349876,855.9979000128806,44348.27536231884
1782225582,45,,Aggregated,16.333333,0.000000,22,38,300,310,350,370,760,790,860,860,860,161,0,22,119.86038819684282,4.799499991349876,855.9979000128806,45272.45341614907
1782225583,50,,Aggregated,17.571429,0.000000,22,38,300,310,350,370,770,800,860,860,860,192,0,22,116.4634755186853,4.799499991349876,855.9979000128806,48105.838541666664
1782225584,55,,Aggregated,18.000000,0.000000,22,36,300,310,350,370,770,790,860,860,860,224,0,22,113.99754017734917,4.799499991349876,855.9979000128806,46898.34821428572
1782225585,60,,Aggregated,18.777778,0.000000,20,32,80,310,350,370,760,790,860,860,860,264,0,20,108.057599619673,4.581899964250624,855.9979000128806,47303.90151515151
1782225586,65,,Aggregated,19.800000,0.000000,20,32,68,300,350,370,770,790,860,860,860,299,0,20,105.2787983264419,4.581899964250624,855.9979000128806,45838.083612040136
1782225587,70,,Aggregated,22.600000,0.000000,19,28,67,300,350,370,770,790,860,860,860,330,0,19,105.93983696907702,4.581899964250624,855.9979000128806,44462.32424242424
1782225588,75,,Aggregated,25.000000,0.000000,19,28,58,300,340,370,770,800,860,860,860,371,0,19,102.66141401700465,4.581899964250624,855.9979000128806,45788.843665768196
1782225589,80,,Aggregated,27.100000,0.000000,19,27,50,300,340,370,790,800,970,970,970,420,0,19,100.80360428574274,4.46259998716414,972.6922999834642,46137.87380952381
1782225590,85,,Aggregated,28.400000,0.000000,19,27,47,300,340,370,790,820,970,970,970,463,0,19,99.05890712678456,4.46259998716414,972.6922999834642,46945.99568034557
1782225591,90,,Aggregated,30.500000,0.000000,19,27,44,91,340,370,790,820,970,970,970,507,0,19,97.05853865861239,4.46259998716414,972.6922999834642,45691.75936883629
1782225592,95,,Aggregated,33.000000,0.000000,19,27,44,80,340,370,790,820,970,970,970,557,0,19,94.47678330390342,4.46259998716414,972.6922999834642,46166.98563734291
1782225593,100,,Aggregated,35.400000,0.000000,18,26,43,68,330,370,790,820,970,970,970,613,0,18,91.35297373553273,4.46259998716414,972.6922999834642,46656.73572593801
1782225594,100,,Aggregated,37.000000,0.000000,19,27,47,82,340,380,790,840,1100,1100,1100,663,0,19,94.7047273003669,4.46259998716414,1144.869999960065,47034.07088989442
1782225595,100,,Aggregated,39.600000,0.000000,19,26,47,82,340,400,840,1100,1200,1200,1200,706,0,19,102.5912263458687,4.46259998716414,1185.4550000280142,47256.444759206795
1782225596,100,,Aggregated,42.200000,0.000000,19,26,45,80,340,410,970,1100,1200,1200,1200,738,0,19,105.81076070448626,4.46259998716414,1185.4550000280142,47600.928184281845
1782225597,100,,Aggregated,43.800000,0.000000,18,25,41,65,340,400,970,1100,1200,1200,1200,791,0,18,102.07901150444417,4.46259998716414,1185.4550000280142,47374.12768647282
1782225598,100,,Aggregated,43.900000,0.000000,18,24,36,59,340,410,950,1100,1200,1200,1200,833,0,18,100.75118283306261,4.46259998716414,1185.4550000280142,47709.212484994
1782225599,100,,Aggregated,43.100000,0.000000,18,24,35,57,340,420,970,1100,1200,1200,1200,869,0,18,100.40187387795791,4.46259998716414,1185.4550000280142,47978.30609896433
1782225600,100,,Aggregated,45.200000,0.000000,17,23,33,52,340,410,950,1100,1200,1200,1200,904,0,17,97.85585707894205,4.46259998716414,1185.4550000280142,47459.804203539825
1782225601,100,,Aggregated,45.700000,0.000000,17,23,32,49,330,400,950,1100,1200,1200,1200,943,0,17,94.68536182321027,4.46259998716414,1185.4550000280142,47966.35737009544
1782225602,100,,Aggregated,44.400000,0.000000,17,23,31,47,330,410,940,1100,1200,1200,1200,983,0,17,94.94391983632654,4.46259998716414,1185.4550000280142,47528.663275686675
1782225604,100,,Aggregated,43.000000,0.000000,17,23,31,46,320,410,950,1100,1200,1200,1200,1023,0,17,94.10484672448018,4.46259998716414,1185.4550000280142,47835.56402737048
1782225605,100,,Aggregated,42.900000,0.000000,17,23,30,45,320,420,970,1100,1200,1200,1200,1056,0,17,93.8869356053174,4.46259998716414,1190.0412000250071,48055.24715909091
1782225606,100,,Aggregated,41.900000,0.000000,17,22,29,43,320,420,970,1100,1200,1200,1200,1095,0,17,92.44265963395709,4.46259998716414,1190.0412000250071,48239.449315068494
1782225607,100,,Aggregated,40.300000,0.000000,16,22,28,42,320,430,950,1100,1200,1200,1200,1135,0,16,91.8920106600174,4.46259998716414,1190.0412000250071,48365.149779735686
1782225608,100,,Aggregated,38.700000,0.000000,16,22,28,38,320,420,940,1100,1200,1200,1200,1170,0,16,90.21041760635045,4.46259998716414,1190.0412000250071,48585.079487179486
1782225609,100,,Aggregated,39.500000,0.000000,16,21,27,37,320,430,940,1100,1200,1200,1200,1210,0,16,89.85342223106784,4.46259998716414,1190.0412000250071,48489.84545454545
1782225610,100,,Aggregated,37.900000,0.000000,16,21,27,36,320,410,940,1100,1200,1200,1200,1246,0,16,87.72360802539153,4.46259998716414,1190.0412000250071,48735.918940609954
1782225611,100,,Aggregated,37.500000,0.000000,16,21,27,35,320,420,940,1100,1200,1200,1200,1278,0,16,87.1341321594592,4.46259998716414,1190.0412000250071,48873.373239436616
1782225612,100,,Aggregated,37.200000,0.000000,16,21,26,34,320,730,950,1100,1200,1200,1200,1321,0,16,88.57175397390907,4.46259998716414,1190.0412000250071,48186.576078728234
1782225613,100,,Aggregated,37.000000,0.000000,16,21,27,34,320,750,990,1100,1200,1200,1200,1360,0,16,89.43775470560307,4.46259998716414,1190.0412000250071,48282.88014705882
1782225614,100,,Aggregated,37.000000,0.000000,16,21,26,33,320,760,990,1100,1200,1200,1200,1391,0,16,90.34298612469355,4.46259998716414,1190.0412000250071,48584.80589503954
1782225615,100,,Aggregated,37.000000,0.000000,15,21,26,33,320,760,970,1100,1200,1200,1200,1429,0,15,89.51419503105436,4.46259998716414,1190.0412000250071,48615.801259622116
1782225616,100,,Aggregated,36.600000,0.000000,15,21,26,33,320,770,950,1100,1200,1200,1200,1469,0,15,89.1075540499456,4.46259998716414,1190.0412000250071,49094.191286589514
1782225617,100,,Aggregated,37.300000,0.000000,15,21,26,32,310,770,940,1100,1200,1200,1200,1511,0,15,88.69545777608141,4.46259998716414,1190.0412000250071,49267.73924553276
1782225618,100,,Aggregated,36.800000,0.000000,15,20,26,32,310,770,940,1100,1200,1200,1200,1548,0,15,88.00706679570892,4.46259998716414,1190.0412000250071,49539.44121447029
1782225619,100,,Aggregated,37.400000,0.000000,15,20,26,32,310,790,940,1100,1200,1200,1200,1578,0,15,88.94561375120976,4.46259998716414,1190.0412000250071,49323.71609632446
1782225620,100,,Aggregated,37.500000,0.000000,15,20,26,31,310,790,940,1100,1200,1200,1200,1620,0,15,88.63633067870259,4.46259998716414,1190.0412000250071,49452.56172839506
1782225621,100,,Aggregated,36.600000,0.000000,15,20,25,30,310,780,940,1100,1200,1200,1200,1670,0,15,86.33967862265118,4.46259998716414,1190.0412000250071,49662.340119760476
1782225622,100,,Aggregated,36.600000,0.000000,15,20,25,30,310,780,940,1100,1200,1200,1200,1714,0,15,85.55738033812119,4.46259998716414,1190.0412000250071,49506.526837806305
1782225623,100,,Aggregated,39.100000,0.000000,15,20,25,30,310,770,940,1100,1200,1200,1200,1747,0,15,84.69302587237254,4.46259998716414,1190.0412000250071,49449.21179164282
1782225624,100,,Aggregated,39.500000,0.000000,15,20,25,30,310,760,940,1100,1200,1200,1200,1798,0,15,83.4709620685964,4.46259998716414,1190.0412000250071,50137.78642936596
1782225625,100,,Aggregated,38.700000,0.000000,14,20,25,30,310,750,940,1100,1200,1200,1200,1838,0,14,82.31600750781396,4.46259998716414,1190.0412000250071,50162.09684439608
1782225626,100,,Aggregated,40.100000,0.000000,14,20,25,29,300,750,930,1100,1200,1200,1200,1876,0,14,81.34181961559429,4.46259998716414,1190.0412000250071,50209.180703624734
1782225627,100,,Aggregated,40.200000,0.000000,14,20,24,28,300,740,930,1100,1200,1200,1200,1919,0,14,80.21251912382365,4.46259998716414,1190.0412000250071,50040.62272016676
1782225628,100,,Aggregated,40.400000,0.000000,14,19,24,28,300,740,920,1100,1200,1200,1200,1955,0,14,80.25738051074231,4.46259998716414,1190.0412000250071,50228.791304347826
1782225629,100,,Aggregated,40.100000,0.000000,14,19,24,28,300,740,920,1100,1200,1200,1200,1991,0,14,79.88742169673124,4.46259998716414,1190.0412000250071,50604.52084379709
1782225630,100,,Aggregated,40.200000,0.000000,14,19,24,28,300,740,920,1000,1200,1200,1200,2031,0,14,79.5002597234437,4.46259998716414,1190.0412000250071,50647.00098473658
1782225631,100,,Aggregated,40.900000,0.000000,14,19,24,28,300,740,920,1000,1200,1200,1200,2069,0,14,79.17772329538663,4.46259998716414,1190.0412000250071,50924.584340261
