Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1782225698,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1782225699,10,,Aggregated,0.000000,0.000000,37,48,340,370,420,430,450,450,450,450,450,31,0,37,142.70075807167638,8.023199974559247,446.8829999677837,34394.32258064516
1782225700,20,,Aggregated,0.000000,0.000000,35,53,340,370,420,430,460,460,460,460,460,62,0,35,144.82036129301113,8.023199974559247,459.9692999618128,42103.403225806454
1782225701,40,,Aggregated,31.000000,0.000000,33,49,340,370,430,450,460,780,780,780,780,98,0,33,145.65262347293486,7.720499997958541,777.125799912028,41470.07142857143
1782225702,50,,Aggregated,30.500000,0.000000,32,53,340,400,430,450,500,550,780,780,780,135,0,32,144.1397755579264,7.720499997958541,777.125799912028,39578.57777777778
1782225703,60,,Aggregated,30.500000,0.000000,34,60,340,400,440,460,520,560,780,780,780,178,0,33,142.10777977622752,7.720499997958541,777.125799912028,40447.86516853933
1782225704,70,,Aggregated,33.000000,0.000000,34,60,340,400,440,470,520,550,780,780,780,218,0,34,141.07404816564633,6.983700091950595,777.125799912028,39746.807339449544
1782225705,80,,Aggregated,35.600000,0.000000,34,60,330,400,450,490,550,780,960,960,960,276,0,34,141.3583521734572,5.430599907413125,958.8388999691233,40418.840579710144
1782225706,90,,Aggregated,35.333333,0.000000,35,61,320,400,450,480,550,600,960,960,960,331,0,35,138.05766042154508,5.430599907413125,958.8388999691233,41668.58912386707
1782225707,100,,Aggregated,37.142857,0.000000,34,58,170,390,450,480,550,780,960,960,960,388,0,34,134.8447391736926,5.105399992316961,958.8388999691233,41547.134020618556
1782225708,110,,Aggregated,40.375000,0.000000,35,68,200,390,450,510,560,840,1100,1100,1100,450,0,35,142.39237222044417,5.105399992316961,1137.764499988407,43043.78888888889
1782225709,120,,Aggregated,41.444444,0.000000,36,85,230,370,450,510,560,840,1100,1100,1100,516,0,36,144.6180304261051,5.105399992316961,1137.764499988407,43065.11627906977
1782225710,130,,Aggregated,43.300000,0.000000,36,81,200,370,460,520,590,880,1100,1100,1100,588,0,36,142.81609421813715,5.105399992316961,1137.764499988407,44108.647959183676
1782225711,140,,Aggregated,47.200000,0.000000,37,81,180,350,470,530,600,890,1100,1100,1100,666,0,37,142.5001695201531,5.105399992316961,1137.764499988407,43748.67267267267
1782225712,150,,Aggregated,50.600000,0.000000,39,92,200,370,480,550,780,970,1300,1300,1300,739,0,39,152.24821420896203,5.105399992316961,1271.1724999826401,43599.12719891746
1782225713,160,,Aggregated,54.400000,0.000000,42,100,230,370,490,570,880,1100,1400,1400,1400,816,0,42,160.54584252532212,5.105399992316961,1424.8179999412969,44108.93259803922
1782225714,170,,Aggregated,57.000000,0.000000,46,120,260,400,500,610,960,1200,1500,1500,1500,884,0,46,174.25376119969698,5.105399992316961,1474.1243999451399,43307.455882352944
1782225715,180,,Aggregated,60.900000,0.000000,53,150,280,390,520,650,1000,1400,1600,1600,1600,983,0,53,186.56241505642234,5.105399992316961,1647.1983999945223,43179.30824008138
1782225716,190,,Aggregated,62.700000,0.000000,62,190,310,400,530,680,1100,1400,1600,1600,1600,1052,0,62,198.47613184433075,5.105399992316961,1647.1983999945223,44331.171102661596
1782225717,200,,Aggregated,67.600000,0.000000,72,210,340,410,540,770,1200,1400,1600,1600,1600,1127,0,72,211.96422280407796,5.105399992316961,1647.1983999945223,44561.374445430345
1782225718,200,,Aggregated,69.300000,0.000000,90,260,350,420,560,800,1300,1400,1600,1600,1600,1214,0,90,226.6623354207186,5.105399992316961,1647.1983999945223,45407.149093904445
1782225719,200,,Aggregated,72.200000,0.000000,110,280,390,440,610,880,1300,1500,1700,1700,1700,1274,0,110,246.08566514980282,5.105399992316961,1743.3347000041977,46138.17974882261
1782225720,200,,Aggregated,76.100000,0.000000,130,330,420,470,670,970,1300,1500,1700,1800,1800,1353,0,130,271.6024478942022,5.105399992316961,1769.7462000651285,46373.745750184775
1782225721,200,,Aggregated,74.800000,0.000000,160,340,430,490,730,980,1400,1600,1800,1800,1800,1419,0,160,285.97121698434984,5.105399992316961,1811.3548000110313,47276.23608174771
1782225722,200,,Aggregated,75.300000,0.000000,180,340,440,500,740,980,1400,1500,1800,1800,1800,1503,0,180,292.12205568920257,5.105399992316961,1811.3548000110313,47571.7744510978
1782225723,200,,Aggregated,75.900000,0.000000,160,340,430,490,730,970,1300,1500,1800,1800,1800,1585,0,160,285.11963186158334,5.105399992316961,1811.3548000110313,48358.017665615145
1782225724,200,,Aggregated,76.400000,0.000000,140,320,420,480,720,970,1300,1500,1800,1800,1800,1670,0,140,277.216626826289,5.105399992316961,1811.3548000110313,48884.062275449105
1782225725,200,,Aggregated,76.800000,0.000000,120,300,400,460,690,960,1300,1500,1800,1800,1800,1754,0,120,266.1581206953943,5.032100016251206,1811.3548000110313,48858.46180159635
1782225726,200,,Aggregated,79.400000,0.000000,110,280,400,450,680,970,1300,1500,1800,1800,1800,1826,0,110,259.69494293522405,5.032100016251206,1811.3548000110313,49039.76670317634
1782225727,200,,Aggregated,78.800000,0.000000,92,270,390,450,670,970,1300,1500,1800,1800,1800,1913,0,92,252.78236722438297,5.032100016251206,1811.3548000110313,49178.54521693675
1782225728,200,,Aggregated,77.800000,0.000000,81,260,380,440,670,960,1300,1500,1800,1800,1800,1990,0,81,246.0839107539622,5.032100016251206,1811.3548000110313,49129.522613065325
1782225729,200,,Aggregated,78.000000,0.000000,71,250,360,430,660,960,1300,1500,1800,1800,1800,2059,0,71,240.39859868877357,5.032100016251206,1811.3548000110313,49459.98785818359
1782225730,200,,Aggregated,76.500000,0.000000,65,230,350,430,660,960,1300,1400,1800,1800,1800,2139,0,65,235.03292655451907,5.032100016251206,1811.3548000110313,49668.535764375876
1782225731,200,,Aggregated,77.500000,0.000000,62,230,340,420,650,970,1300,1500,1800,1800,1800,2224,0,62,232.8476399283671,5.032100016251206,1811.3548000110313,49665.890287769784
1782225732,200,,Aggregated,78.600000,0.000000,58,220,330,410,640,970,1300,1500,1800,1800,1800,2305,0,58,228.38771952308085,5.032100016251206,1811.3548000110313,49683.06290672451
1782225733,200,,Aggregated,78.300000,0.000000,52,200,320,400,620,960,1300,1500,1800,1800,1800,2381,0,52,223.06342020182777,5.032100016251206,1811.3548000110313,49707.12599748005
1782225734,200,,Aggregated,79.800000,0.000000,49,190,310,400,620,970,1300,1500,1800,1800,1800,2457,0,49,219.0944140009513,5.032100016251206,1811.3548000110313,49838.31664631665
1782225735,200,,Aggregated,79.000000,0.000000,46,170,300,390,610,960,1300,1500,1800,1800,1800,2533,0,46,214.67870118438776,5.032100016251206,1811.3548000110313,50005.70904066325
1782225736,200,,Aggregated,78.600000,0.000000,48,190,300,390,610,970,1300,1500,1800,1800,1800,2602,0,48,216.31060384338662,5.032100016251206,1811.3548000110313,49912.794388931594
1782225737,200,,Aggregated,76.600000,0.000000,48,190,300,390,600,970,1300,1500,1800,1800,1800,2685,0,48,216.51042458138235,5.032100016251206,1811.3548000110313,50071.24729981378
1782225738,200,,Aggregated,76.600000,0.000000,48,180,300,390,600,970,1300,1500,1800,1800,1800,2767,0,48,215.5570664981102,5.032100016251206,1811.3548000110313,50041.8623057463
1782225739,200,,Aggregated,77.500000,0.000000,46,170,290,380,600,970,1400,1500,1800,1800,1800,2848,0,46,212.9024433287147,5.032100016251206,1811.3548000110313,50391.26334269663
1782225740,200,,Aggregated,76.200000,0.000000,45,160,280,370,590,970,1400,1500,1800,1800,1800,2924,0,45,210.30736569783085,5.032100016251206,1811.3548000110313,50370.04651162791
1782225741,200,,Aggregated,77.300000,0.000000,45,150,280,360,600,990,1400,1500,1800,1800,1800,3000,0,45,210.57159053363526,5.032100016251206,1811.3548000110313,50668.318
1782225742,200,,Aggregated,77.100000,0.000000,42,140,270,350,580,970,1400,1500,1700,1800,1800,3066,0,42,206.40865704541343,5.032100016251206,1811.3548000110313,50819.64807566862
